"","File_name","Treatment","Individual","Type","Nestbox","Age","Region","Mass","Tarsus","Head","Wing","Ad_F","AD_M","B1","B2","B3","S1U","S1V","S1B","S1G","S1Y","S1R","S2","S3","S4","S5","S6","S7","S8","S9","S10","H1","H2","H3","H4","H5","u","s","m","l","u.r","s.r","m.r","l.r","x","y","z","h.theta","h.phi","r.vec","r.max","r.achieved","lum","TypeAge","h.theta_s","h.phi_s","r.achieved_s","B1_s","H4_s","S9_s","S5_s","lum_s"
"1","M1_BF_BRIG_005_K176549_P1","BF","K176549","Bright","5","A1","Side",12.4,17.09,20.77,25.5,"0,050643604","NA",18471.9819552382,46.0647929058309,55.5813221153846,0.268354400160407,0.305566021091454,0.267856428891405,0.240951982298587,0.188079423820166,0.230375831962897,2.92401363901768,0.217880184879868,0.683478260869542,268.190467292195,36.5727506868132,-0.968449913278582,0.793941498045545,-0.0413929817310991,0.542641754316328,331,360,310,-1.57292405040867,306,0.0830977903374568,0.272887618385916,0.29381513513561,0.350199456141018,-0.166902209662543,0.0228876183859156,0.0438151351356097,0.100199456141018,0.04734363839421,-0.0125358733642097,-0.166902209662543,-0.258844592022403,-1.28537203007807,0.173939402688536,0.260540892538543,0.667608838650173,0.0207921054790341,"BrightA1",-2.30739683526423,-1.9506942544338,0.275727120412533,1.21981901449074,-5.4768882889367,-2.01081829717464,-1.36398648168773,1.4111604748065
"2","M1_BF_BRIG_005_K176549_P2","BF","K176549","Bright","5","A1","Maxilla",12.4,17.09,20.77,25.5,"0,050643604","NA",9707.12010242426,24.2072820509333,32.9328534031414,0.252966166705489,0.275305669482997,0.142610125420368,0.291761512703805,0.245484208303898,0.319494122446364,3.04501790992668,0.332771935060314,0.490845410628008,2069.26095803613,22.1175300200568,-0.581083931110128,0.913672587179363,0.638454941698077,0.448471996233609,616,360,378,0.17934477147751,306,0.0620225522326934,0.137807353723582,0.341339412050466,0.458830681993258,-0.187977447767307,-0.112192646276418,0.0913394120504661,0.208830681993258,0.196585837447672,0.030420012462514,-0.187977447767307,0.153523979683479,-0.757108986336888,0.273691230243741,0.363994768381123,0.751909791069226,0.0122385362901371,"BrightA1",-0.449722080150805,-0.459090954966276,0.782210501396263,-0.805008031751107,-0.00839710419950083,0.701697653463768,0.09752618753532,0.318017522194265
"3","M1_BF_BRIG_005_K176549_P3","BF","K176549","Bright","5","A1","Mandible",12.4,17.09,20.77,25.5,"0,050643604","NA",12661.2441790953,31.5741750102127,46.4729057591623,0.218081025053781,0.237282486316766,0.131653264533046,0.310946664880564,0.264987021153051,0.346329096829283,3.48520134004362,0.360802032309952,0.656323703528304,3357.08456816731,33.1385525253315,-0.287905331271513,1.04954610895179,0.69399805098325,0.688841989250958,619,390,514,0.348462628715807,306,0.0526209207930255,0.124380460778259,0.346213329343274,0.476785289085441,-0.197379079206975,-0.125619539221741,0.0962133293432743,0.226785289085441,0.215803003061427,0.0322656037429417,-0.197379079206975,0.148414760167841,-0.735335037619224,0.294228663158129,0.372669515356282,0.789516316827898,0.0169162831924831,"BrightA1",-0.47273854833913,-0.397610042881847,1.00815196192238,-0.122556850107284,0.51938693209567,0.92330834710852,1.1425549810246,0.915831831926017
"4","M1_BF_BRIG_005_K176549_P4","BF","K176549","Bright","5","A1","Palate",12.4,17.09,20.77,25.5,"0,050643604","NA",8390.79597252251,20.924678235717,29.7547607655502,0.292550183276846,0.3214428115526,0.198212459356404,0.245545804095913,0.201418745439048,0.270576473050149,2.12652863229271,0.224316778008036,0.431352657004823,953.066088245479,15.7625857655502,0.359886325475815,0.753301225853241,0.384681447897083,0.324938485296786,321,360,586,-0.369810320231067,306,0.0770046686436621,0.206366970643303,0.307067247540597,0.409561113172438,-0.172995331356338,-0.0436330293566967,0.0570672475405969,0.159561113172438,0.124430491979685,-0.000634129378429105,-0.172995331356338,-0.00509620976818347,-0.947247520514277,0.213097944911405,0.307953317642519,0.691981325425352,0.0093940407994293,"BrightA1",-1.16428847005947,-0.995966036982925,0.422157963133166,-1.10910052568929,-1.72220365063417,-0.310829745770311,-0.808231222796234,-0.0455079407716208
"5","M1_BF_BRIG_005_K176550_P1","BF","K176550","Bright","5","A1","Side",11.3,15.57,19.21,22,"0,050643604","NA",18791.710110883,46.8621199772643,54.0766746411483,0.263077220880996,0.299130044127781,0.257746959890393,0.246293198117155,0.194869904909729,0.24042946114013,2.09194099192063,0.211552015019962,0.51577294685989,389.950526991305,28.2266746411484,-0.96724846593751,0.602334564779461,0.0529775304295983,0.310667873471872,330,360,309,-0.243068516219429,305,0.0797702168315036,0.259941650012218,0.297402669357723,0.362885463798555,-0.170229783168496,0.00994165001221823,0.0474026693577234,0.112885463798555,0.0630399539881532,-0.00990719359539477,-0.170229783168496,-0.1558823679137,-1.21214138007569,0.181797599987894,0.266988532506013,0.680919132673986,0.0214872013163654,"BrightA1",-1.84356341637437,-1.74392022308737,0.355695881448081,1.29368146981133,-1.32666705869203,-1.63429067874105,-1.26518198138075,1.49999346360784
"6","M1_BF_BRIG_005_K176550_P2","BF","K176550","Bright","5","A1","Maxilla",11.3,15.57,19.21,22,"0,050643604","NA",17572.9783679647,43.8228886981664,56.6223298429319,0.244982727317024,0.270709054920874,0.173426654559047,0.284316294476139,0.236221422780108,0.304391374385822,2.23536862201658,0.319329834900526,0.506253611176895,2998.16816919608,31.29213182313,-0.611644395128808,0.714059085393868,0.529704200968728,0.361494990574316,622,385,376,0.246078775035734,306,0.0636627129435631,0.168098160623984,0.331162192116107,0.437076934316346,-0.186337287056437,-0.081901839376016,0.0811621921161065,0.187076934316346,0.16471518679646,0.0202053249991409,-0.186337287056437,0.122058470284587,-0.843205377262038,0.249521406831692,0.334771170565714,0.745349148225748,0.0219354436934439,"BrightA1",-0.591470715904736,-0.702192686760179,0.742793905575687,1.0121344201699,0.199866779527852,0.267794557335783,0.851305489689204,1.5572786722435
"7","M1_BF_BRIG_005_K176550_P3","BF","K176550","Bright","5","A1","Mandible",11.3,15.57,19.21,22,"0,050643604","NA",12009.1285231774,29.9479514293701,41.795,0.237358079679359,0.259048192841593,0.141240413397663,0.300475278455281,0.255233671602221,0.327792843210561,3.09562931136136,0.344140512624516,0.536081081081079,2741.41047504371,28.2937064676617,-0.629480471707423,0.944762667135687,0.650953426756395,0.506469391963143,616,697,373,0.27329579196805,305,0.0574745615614459,0.134308612222508,0.34440726269524,0.463809563520805,-0.192525438438554,-0.115691387777492,0.0944072626952405,0.213809563520805,0.201777300110619,0.032066001932189,-0.192525438438554,0.157599884183877,-0.755712151491588,0.280728252525113,0.364533973798363,0.770101753754216,0.0155467244170387,"BrightA1",-0.431360581690047,-0.455146852707475,0.891508516460457,-0.273206277280673,0.28480581131922,0.75156518840967,0.642954609003137,0.740802731149158
"8","M1_BF_BRIG_005_K176550_P4","BF","K176550","Bright","5","A1","Palate",11.3,15.57,19.21,22,"0,050643604","NA",6206.09793293784,15.4765534487228,20.6843540669856,0.275875469784518,0.303745046867253,0.186610650997662,0.250542652507557,0.21116051028254,0.293825013277634,2.30063341557997,0.210947221115445,0.888702702702709,885.776590466383,11.6936326739508,-0.540741109137343,0.755570851914439,0.470877716187039,0.67147785817975,321,697,379,-0.139832642109845,305,0.0723044274504956,0.190398947695831,0.307186028850789,0.430110596002884,-0.177695572549504,-0.0596010523041693,0.0571860288507894,0.180110596002884,0.146792805938444,-0.00216992898400628,-0.177695572549504,-0.0147811804315275,-0.880293514808779,0.230496318779224,0.324285399281698,0.710782290198017,0.00710844334903136,"BrightA1",-1.20791819050805,-0.806914735730404,0.535114886282509,-1.61380165534855,-1.00448791559159,0.0330835686113433,-0.862834556766346,-0.337606442605706
"9","M1_BF_BRIG_005_K176552_P1","BF","K176552","Bright","5","A1","Side",11.8,15.64,19.7,25,"0,050643604","NA",15095.9694946181,37.6458092135114,41.9146296296296,0.241492482883801,0.274946262930559,0.25505382526483,0.248942432970735,0.200223781081698,0.262058669203835,2.51372864468307,0.275103033625077,0.803405405405414,752.640135508955,25.2403439153439,-0.968257154062259,0.670468889968367,0.137615053490128,0.538658330356754,644,697,310,0.402089868255149,306,0.0723804284909731,0.256375527451229,0.293100237826207,0.378143806231591,-0.177619571509027,0.0063755274512294,0.0431002378262065,0.128143806231591,0.0745675374672146,-0.0170832960862456,-0.177619571509027,-0.225211823086483,-1.16411410819593,0.193393042357126,0.272201200456248,0.710478286036108,0.017684876797649,"BrightA1",-2.15588493527059,-1.60831043919461,0.533288417525769,0.439904686860072,0.686747147046598,-1.29659658067541,-0.970870647888662,1.01405780804842
"10","M1_BF_BRIG_005_K176552_P2","BF","K176552","Bright","5","A1","Maxilla",11.8,15.64,19.7,25,"0,050643604","NA",14762.9957221866,36.8154506787696,51.1181151832461,0.228913787252327,0.251642835071548,0.148591318687364,0.303381738528687,0.254276478549109,0.326219154466552,2.95386610073939,0.343199316108262,0.699621621621631,3323.11118745166,33.8126201337411,-0.650280000064396,0.91843558914355,0.632824973628316,0.642557396231629,624,697,373,0.337700818480995,304,0.0579235072863868,0.139945476003611,0.344644352966721,0.457486663743281,-0.192076492713613,-0.110054523996389,0.094644352966721,0.207486663743281,0.194453470569878,0.0324762004235101,-0.192076492713613,0.165485345991935,-0.772372200550805,0.275245771745509,0.358250205239719,0.768305970854453,0.0192885644571812,"BrightA1",-0.395837449379934,-0.502188159950982,0.880719383378502,0.362982276509472,0.485801409334649,0.679234720704068,1.1149866395369,1.21900849290223
"11","M1_BF_BRIG_005_K176552_P3","BF","K176552","Bright","5","A1","Mandible",11.8,15.64,19.7,25,"0,050643604","NA",17716.3703402853,44.1804746640531,59.1420418848168,0.241099802872894,0.26479538803689,0.158294229631511,0.291881487294213,0.243837079304075,0.315777906516057,2.5996871463589,0.329927428369164,0.777572815533972,3520.91563001363,36.3923652679013,-0.963472932276229,0.82372055856411,0.592230763207496,0.640502713935911,616,374,309,0.263693042816825,304,0.0608398887013477,0.15228923588236,0.337412476236198,0.449458399180094,-0.189160111298652,-0.0977107641176396,0.0874124762361982,0.199458399180094,0.181978204342314,0.025836733345746,-0.189160111298652,0.141034483007671,-0.799760374911397,0.263752064166616,0.34858308968506,0.756640445194609,0.0225042574081291,"BrightA1",-0.505985879748195,-0.57952139710748,0.81063245425604,1.04526032091362,0.254837493429393,0.517268434604913,1.2754987906818,1.6299728528628
"12","M1_BF_BRIG_005_K176552_P4","BF","K176552","Bright","5","A1","Palate",11.8,15.64,19.7,25,"0,050643604","NA",7100.08051038442,17.7059364348739,23.9180622009569,0.27986897508263,0.307793474142207,0.187919414798914,0.249153948768012,0.20733763251446,0.289986636323685,2.16845532193626,0.208478344179565,0.577162162162168,981.812704320319,12.8880622009569,-0.544244764418091,0.727894977391449,0.46376651296617,0.420113438978231,319,697,377,-0.185853404626136,305,0.0734182306438062,0.192523018630309,0.307259073360506,0.426799677365378,-0.176581769356194,-0.0574769813696905,0.0572590733605058,0.176799677365378,0.143464568136267,-0.00169866468633426,-0.176581769356194,-0.0118397548247384,-0.888473166065946,0.227521623238773,0.322119355905628,0.706327077424775,0.00809126985188321,"BrightA1",-1.19466739384531,-0.830010795445801,0.508347795714223,-1.40727699676518,-1.14810979083807,0.00471067593919583,-0.784904238202024,-0.21200158204906
"13","M1_BF_BRIG_005_K176553_P1","BF","K176553","Bright","5","A1","Side",12.2,17.17,20.54,27.5,"0,050643604","NA",19453.3824242165,48.5121756214874,56.6655263157895,0.264613918163834,0.301473889097216,0.266706542359374,0.242483113381588,0.190166018067693,0.233740444516981,2.52568407647582,0.212377156510656,0.709734299516882,205.813384961296,34.2298120300752,-0.973898645780226,0.705592185705105,-0.0181503720449951,0.500782975665998,330,360,308,-1.12861624227617,306,0.0813261219680821,0.270657059576904,0.294348615752508,0.353668202702506,-0.168673878031918,0.0206570595769038,0.0443486157525078,0.103668202702506,0.0508337359057175,-0.0125964110804487,-0.168673878031918,-0.242903508542031,-1.26974580727227,0.17661714358625,0.261773111591158,0.674695512127672,0.0220255520715409,"BrightA1",-2.23558401929686,-1.90657205854768,0.318304128617249,1.44653864181079,-4.09028978205514,-1.91808292601985,-1.41460354335427,1.5687944893618
"14","M1_BF_BRIG_005_K176553_P2","BF","K176553","Bright","5","A1","Maxilla",12.2,17.17,20.54,27.5,"0,050643604","NA",13272.9120265482,33.0995312382748,46.156335078534,0.234084357375031,0.255954701802801,0.140344955117286,0.305430364056838,0.25726725362721,0.327046569734249,3.12507418244162,0.344785295412731,0.611280310491999,3064.32363485778,31.3866584616186,-0.961324101970457,0.948250844873733,0.656099294463243,0.579647070878716,621,376,310,0.307265340318985,306,0.0579365261235568,0.132549151818117,0.348536134050016,0.46097818800831,-0.192063473876443,-0.117450848181883,0.0985361340500163,0.21097818800831,0.20112088884501,0.0366086604698707,-0.192063473876443,0.180051915074734,-0.75422939708458,0.280496317174918,0.365108877176934,0.768253895505773,0.0173373605422098,"BrightA1",-0.330216668577483,-0.45096014801178,0.880406512670539,0.0187484689767284,0.390818184184836,0.772096615738733,0.904988591877496,0.969645360196283
